BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
C001096,HON. KEVIN CRAMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,896784,SRT COMMUNICATIONS INC,12/1/2016,12/31/2016,UTILITIES,102.12,2016,SRT COMMUNICATIONS INC
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/10/2017,AP,E0476253,CENTURY LINK,12/14/2016,1/13/2017,UTILITIES,438.14,2017,CENTURY LINK
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477757,CENTURY LINK,12/16/2016,1/15/2017,UTILITIES,272.54,2017,CENTURY LINK
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/13/2017,AP,E0487222,CENTURY LINK,1/14/2017,2/13/2017,UTILITIES,437.66,2017,CENTURY LINK
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,E0490537,CENTURYLINK,1/16/2017,2/15/2017,UTILITIES,258.22,2017,CENTURYLINK
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0493675,CENTURY LINK,2/14/2017,3/13/2017,UTILITIES,459.05,2017,CENTURY LINK
C001111,HON. CHARLIE CRIST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0492724,BRIGHT HOUSE NETWORKS,1/12/2017,2/11/2017,UTILITIES,306.96,2017,BRIGHT HOUSE NETWORKS
C001111,HON. CHARLIE CRIST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0492748,BRIGHT HOUSE NETWORKS,2/12/2017,3/11/2017,UTILITIES,199.96,2017,BRIGHT HOUSE NETWORKS
C001111,HON. CHARLIE CRIST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0495389,CARY STEVEN G,1/6/2017,2/5/2017,UTILITIES,180,2017,CARY STEVEN G
C001111,HON. CHARLIE CRIST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/29/2017,AP,E0499952,BRIGHT HOUSE NETWORKS,2/17/2017,3/16/2017,UTILITIES,142.22,2017,BRIGHT HOUSE NETWORKS
C001038,HON. JOSEPH CROWLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0477963,TIME WARNER CABLE,1/3/2017,2/2/2017,UTILITIES,458.18,2017,TIME WARNER CABLE
C001038,HON. JOSEPH CROWLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/13/2017,AP,E0486419,TIME WARNER CABLE,2/3/2017,3/2/2017,UTILITIES,458.18,2017,TIME WARNER CABLE
C001038,HON. JOSEPH CROWLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/16/2017,AP,E0496625,TIME WARNER CABLE,3/3/2017,4/2/2017,UTILITIES,458.18,2017,TIME WARNER CABLE
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/10/2017,AP,E0475971,TIME WARNER CABLE,1/3/2017,2/2/2017,UTILITIES,174.53,2017,TIME WARNER CABLE
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/10/2017,AP,E0475972,DIRECTV,12/25/2016,1/24/2017,UTILITIES,138.11,2017,DIRECTV
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,E0479748,TIME WARNER CABLE,1/16/2017,2/15/2017,UTILITIES,195.77,2017,TIME WARNER CABLE
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484613,DIRECTV,1/25/2017,2/24/2017,UTILITIES,146.32,2017,DIRECTV
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/6/2017,AP,E0484612,TIME WARNER CABLE,2/3/2017,3/2/2017,UTILITIES,174.53,2017,TIME WARNER CABLE
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,E0488497,TIME WARNER CABLE,2/16/2017,3/15/2017,UTILITIES,195.77,2017,TIME WARNER CABLE
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0494195,DIRECTV,2/25/2017,3/24/2017,UTILITIES,145.55,2017,DIRECTV
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/8/2017,AP,E0494197,TIME WARNER CABLE,3/3/2017,4/2/2017,UTILITIES,174.53,2017,TIME WARNER CABLE
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0499497,TIME WARNER CABLE,3/16/2017,4/15/2017,UTILITIES,195.77,2017,TIME WARNER CABLE
C001063,HON. HENRY CUELLAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0474778,TIME WARNER CABLE,12/16/2016,1/2/2017,UTILITIES,111.01,2017,TIME WARNER CABLE
C001048,HON. JOHN ABNEY CULBERSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477606,COMCAST,12/21/2016,1/20/2017,UTILITIES,141.14,2017,COMCAST
C001048,HON. JOHN ABNEY CULBERSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/16/2017,AP,E0488342,COMCAST,1/21/2017,2/20/2017,UTILITIES,150.69,2017,COMCAST
C001048,HON. JOHN ABNEY CULBERSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0499733,COMCAST,2/21/2017,3/20/2017,UTILITIES,150.69,2017,COMCAST
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/6/2017,AP,E0474822,COMCAST,1/1/2017,1/31/2017,UTILITIES,183.36,2017,COMCAST
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/6/2017,AP,E0474922,COMCAST,1/3/2017,2/2/2017,UTILITIES,574.33,2017,COMCAST
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0484855,COMCAST,2/1/2017,2/28/2017,UTILITIES,183.36,2017,COMCAST
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0484856,COMCAST,2/3/2017,3/2/2017,UTILITIES,574.33,2017,COMCAST
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/9/2017,AP,E0485761,BALTIMORE GAS AND ELECTRIC COMPANY,12/30/2016,1/31/2017,UTILITIES,706.68,2017,BALTIMORE GAS AND ELECTRIC COMPANY
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0492546,COMCAST,3/1/2017,3/31/2017,UTILITIES,183.36,2017,COMCAST
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0492547,COMCAST,3/3/2017,4/2/2017,UTILITIES,574.33,2017,COMCAST
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0494208,BALTIMORE GAS AND ELECTRIC COMPANY,1/31/2017,2/28/2017,UTILITIES,556.68,2017,BALTIMORE GAS AND ELECTRIC COMPANY
C000984,HON. ELIJAH E. CUMMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0483467,BALTIMORE GAS AND ELECTRIC COMPANY,11/30/2016,12/30/2016,UTILITIES,619.94,2016,BALTIMORE GAS AND ELECTRIC COMPANY
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478569,FPL,12/5/2016,1/5/2017,UTILITIES,158.96,2017,FPL
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478580,FPL,12/5/2016,1/5/2017,UTILITIES,185.09,2017,FPL
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0480674,AT&T,12/17/2016,1/16/2017,UTILITIES,163,2017,AT&T
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0484160,AT&T,12/17/2016,1/16/2017,UTILITIES,163,2017,AT&T
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,E0488232,FPL,1/5/2017,2/3/2017,UTILITIES,225.81,2017,FPL
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0492019,AT&T,1/17/2017,2/16/2017,UTILITIES,163,2017,AT&T
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/13/2017,AP,E0493944,AT & T,1/20/2017,2/19/2017,UTILITIES,593.52,2017,AT & T
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0496010,FPL,2/3/2017,3/3/2017,UTILITIES,269.17,2017,FPL
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478576,AT & T,11/20/2016,12/19/2016,UTILITIES,596.16,2016,AT & T
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0482911,AT & T,5/29/2016,6/28/2016,UTILITIES,371.14,2016,AT & T
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0482916,AT & T,8/29/2016,9/28/2016,UTILITIES,189.84,2016,AT & T
C001107,HON. CARLOS CURBELO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0482971,AT & T,6/29/2016,7/28/2016,UTILITIES,189.74,2016,AT & T
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0474921,TIME WARNER CABLE,1/3/2017,1/22/2017,UTILITIES,268.56,2017,TIME WARNER CABLE
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0477460,DIRECTV,12/25/2016,1/24/2017,UTILITIES,100.3,2017,DIRECTV
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0481377,TIME WARNER CABLE,1/8/2017,2/7/2017,UTILITIES,189.81,2017,TIME WARNER CABLE
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0485207,TIME WARNER CABLE,1/23/2017,2/22/2017,UTILITIES,402.2,2017,TIME WARNER CABLE
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/21/2017,AP,E0486580,DIRECTV,1/25/2017,2/24/2017,UTILITIES,100.31,2017,DIRECTV
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/5/2017,AP,E0491808,TIME WARNER CABLE,2/8/2017,3/7/2017,UTILITIES,182.31,2017,TIME WARNER CABLE
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/10/2017,AP,E0493250,TIME WARNER CABLE,2/23/2017,3/22/2017,UTILITIES,394.7,2017,TIME WARNER CABLE
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0495767,DIRECTV,2/25/2017,3/24/2017,UTILITIES,100.31,2017,DIRECTV
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0497363,TIME WARNER CABLE,3/8/2017,4/7/2017,UTILITIES,182.31,2017,TIME WARNER CABLE
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0474921,TIME WARNER CABLE,12/23/2016,1/2/2017,UTILITIES,134.27,2017,TIME WARNER CABLE
D000626,HON. WARREN DAVIDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-TWC TIMEWARNERCABLE,11/29/2016,12/28/2016,UTILITIES,402.83,2016,CITI PCARD-TWC TIMEWARNERCABLE
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/9/2017,AP,E0483799,COMED,12/1/2016,1/3/2017,UTILITIES,102.89,2017,COMED
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0483829,COMED,12/1/2016,1/3/2017,UTILITIES,194.32,2017,COMED
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/5/2017,AP,E0491028,COMED,1/3/2017,2/2/2017,UTILITIES,378.07,2017,COMED
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0491021,THE PEOPLES GAS LIGHT AND COKE COMPANY,12/30/2016,1/30/2017,UTILITIES,379.38,2017,THE PEOPLES GAS LIGHT AND COKE COMPANY
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0491022,THE PEOPLES GAS LIGHT AND COKE COMPANY,12/30/2016,1/30/2017,UTILITIES,170.72,2017,THE PEOPLES GAS LIGHT AND COKE COMPANY
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0491029,COMED,1/3/2017,2/2/2017,UTILITIES,113.21,2017,COMED
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0497349,THE PEOPLES GAS LIGHT AND COKE COMPANY,1/30/2017,2/27/2017,UTILITIES,144.72,2017,THE PEOPLES GAS LIGHT AND COKE COMPANY
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0497350,THE PEOPLES GAS LIGHT AND COKE COMPANY,1/30/2017,2/27/2017,UTILITIES,292.59,2017,THE PEOPLES GAS LIGHT AND COKE COMPANY
D000096,HON. DANNY K. DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/6/2017,AP,E0472752,THE PEOPLES GAS LIGHT AND COKE COMPANY,10/31/2016,11/29/2016,UTILITIES,175.61,2016,THE PEOPLES GAS LIGHT AND COKE COMPANY
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/14/2017,AP,E0475953,COMCAST,12/25/2016,1/24/2017,UTILITIES,112.62,2017,COMCAST
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/28/2017,AP,E0479761,COMCAST,1/8/2017,2/7/2017,UTILITIES,388.2,2017,COMCAST
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/30/2017,AP,E0479759,CONSOLIDATED COMMUNICATIONS INC,1/1/2017,1/31/2017,UTILITIES,288.54,2017,CONSOLIDATED COMMUNICATIONS INC
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/9/2017,AP,E0483873,COMCAST,1/25/2017,2/24/2017,UTILITIES,742.86,2017,COMCAST
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/27/2017,AP,E0488074,COMCAST,2/8/2017,3/7/2017,UTILITIES,388.2,2017,COMCAST
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/28/2017,AP,E0488070,COMPUTER TECHNIQUES INC,2/1/2017,2/28/2017,UTILITIES,457.77,2017,COMPUTER TECHNIQUES INC
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/11/2017,AP,E0494191,COMCAST,2/25/2017,3/24/2017,UTILITIES,404.23,2017,COMCAST
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0496200,COMPUTER TECHNIQUES INC,3/1/2017,3/31/2017,UTILITIES,274.2,2017,COMPUTER TECHNIQUES INC
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0496204,AMEREN ILLINOIS,2/13/2017,3/1/2017,UTILITIES,101.04,2017,AMEREN ILLINOIS
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/31/2017,AP,E0499302,COMCAST,3/8/2017,4/7/2017,UTILITIES,378.7,2017,COMCAST
D000619,HON. RODNEY DAVIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0479754,AMEREN ILLINOIS,11/29/2016,1/2/2017,UTILITIES,122.63,2017,AMEREN ILLINOIS
D000191,HON. PETER A. DEFAZIO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0476792,COMCAST,1/3/2017,2/2/2017,UTILITIES,221.26,2017,COMCAST
D000191,HON. PETER A. DEFAZIO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0477794,CHARTER COMMUNICATIONS,1/12/2017,2/11/2017,UTILITIES,101,2017,CHARTER COMMUNICATIONS
D000191,HON. PETER A. DEFAZIO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0483939,COMCAST,2/3/2017,3/2/2017,UTILITIES,293.73,2017,COMCAST
D000191,HON. PETER A. DEFAZIO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0494374,COMCAST,3/3/2017,4/2/2017,UTILITIES,274.76,2017,COMCAST
D000197,HON. DIANA DEGETTE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/5/2017,AP,E0482773,COMCAST,1/3/2017,2/2/2017,UTILITIES,231.14,2017,COMCAST
D000197,HON. DIANA DEGETTE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0491557,COMCAST,2/3/2017,3/2/2017,UTILITIES,231.14,2017,COMCAST
D000197,HON. DIANA DEGETTE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0474190,COMCAST,12/3/2016,1/2/2017,UTILITIES,231.14,2017,COMCAST
D000620,HON. JOHN K. DELANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0476040,COMCAST,12/26/2016,1/25/2017,UTILITIES,272.76,2017,COMCAST
D000620,HON. JOHN K. DELANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0476042,ANTIETAM CABLE TELEVISION,1/4/2017,2/3/2017,UTILITIES,274.64,2017,ANTIETAM CABLE TELEVISION
D000620,HON. JOHN K. DELANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/30/2017,AP,E0482377,COMCAST,1/26/2017,2/25/2017,UTILITIES,277.04,2017,COMCAST
D000620,HON. JOHN K. DELANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/6/2017,AP,E0484307,ANTIETAM CABLE TELEVISION,2/4/2017,3/3/2017,UTILITIES,228.32,2017,ANTIETAM CABLE TELEVISION
D000620,HON. JOHN K. DELANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0491859,COMCAST,2/26/2017,3/25/2017,UTILITIES,277.04,2017,COMCAST
D000620,HON. JOHN K. DELANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/13/2017,AP,E0494835,ANTIETAM CABLE TELEVISION,3/4/2017,4/3/2017,UTILITIES,136.89,2017,ANTIETAM CABLE TELEVISION
D000216,HON. ROSA L. DELAURO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,906803,COMCAST CORPORATION,1/25/2017,2/24/2017,UTILITIES,109.51,2017,COMCAST CORPORATION
D000216,HON. ROSA L. DELAURO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,906805,COMCAST CORPORATION,2/25/2017,3/24/2017,UTILITIES,112.14,2017,COMCAST CORPORATION
D000216,HON. ROSA L. DELAURO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,906819,UNITED ILLUMINATING COMPANY,1/9/2017,2/7/2017,UTILITIES,531.55,2017,UNITED ILLUMINATING COMPANY
D000216,HON. ROSA L. DELAURO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,906891,UNITED ILLUMINATING COMPANY,12/9/2016,1/8/2017,UTILITIES,490.12,2017,UNITED ILLUMINATING COMPANY
D000216,HON. ROSA L. DELAURO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,898427,UNITED ILLUMINATING COMPANY,11/8/2016,12/8/2016,UTILITIES,491.05,2016,UNITED ILLUMINATING COMPANY
D000617,HON. SUZAN K. DELBENE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/15/2017,AP,E0485289,ID TECHNOLOGY SERVICE,1/1/2017,1/31/2017,UTILITIES,129.06,2017,ID TECHNOLOGY SERVICE
D000627,HON. VAL BUTLER DEMINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-BRIGHT HOUSE NETWORKS,1/29/2017,2/28/2017,UTILITIES,358.49,2017,CITI PCARD-BRIGHT HOUSE NETWORKS
D000612,HON. JEFF DENHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/10/2017,AP,E0476315,DIRECTV,12/4/2016,1/3/2017,UTILITIES,657.93,2017,DIRECTV
D000604,HON. CHARLES W. DENT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0480626,COMCAST,12/27/2016,1/26/2017,UTILITIES,145.75,2017,COMCAST
D000604,HON. CHARLES W. DENT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0480628,COMCAST,12/27/2016,1/26/2017,UTILITIES,145.75,2017,COMCAST
D000604,HON. CHARLES W. DENT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0482142,COMCAST,1/27/2017,2/26/2017,UTILITIES,155.25,2017,COMCAST
D000604,HON. CHARLES W. DENT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0482143,COMCAST,1/27/2017,2/26/2017,UTILITIES,155.25,2017,COMCAST
D000604,HON. CHARLES W. DENT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0482147,COMCAST,1/13/2017,2/12/2017,UTILITIES,145.75,2017,COMCAST
D000604,HON. CHARLES W. DENT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/15/2017,AP,E0487613,3900 HAMILTON UTILITY ACCOUNT,1/2/2017,1/31/2017,UTILITIES,310.32,2017,3900 HAMILTON UTILITY ACCOUNT
